,location,suitability,date,time,current date,current time
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,09:52:44.312589
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,09:52:44.312589
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,09:52:44.312589
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,09:52:44.312589
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,09:52:44.312589
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,09:52:44.312589
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,09:52:44.312589
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,09:52:44.312589
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,09:52:44.312589
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:01:55.427180
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:01:55.427180
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:01:55.427180
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:01:55.427180
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:01:55.427180
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:01:55.427180
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:01:55.427180
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:01:55.427180
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:01:55.427180
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:02:40.958875
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:02:40.958875
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:02:40.958875
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:02:40.958875
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:02:40.958875
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:02:40.958875
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:02:40.958875
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:02:40.958875
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:02:40.958875
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:06:30.917277
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:06:30.917277
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:06:30.917277
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:06:30.917277
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:06:30.917277
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:06:30.917277
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:06:30.917277
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:06:30.917277
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:06:30.917277
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:07:17.687701
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:07:17.687701
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:07:17.687701
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:07:17.687701
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:07:17.687701
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:07:17.687701
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:07:17.687701
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:07:17.687701
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:07:17.687701
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:09:09.522644
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:09:09.522644
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:09:09.522644
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:09:09.522644
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:09:09.522644
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:09:09.522644
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:09:09.522644
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:09:09.522644
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:09:09.522644
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:10:32.651072
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:10:32.651072
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:10:32.651072
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:10:32.651072
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:10:32.651072
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:10:32.651072
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:10:32.651072
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:10:32.651072
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:10:32.651072
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:11:29.211035
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:11:29.211035
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:11:29.211035
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:11:29.211035
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:11:29.211035
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:11:29.211035
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:11:29.211035
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:11:29.211035
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:11:29.211035
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:11:56.809824
1,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:11:56.809824
2,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:11:56.809824
3,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:11:56.809824
4,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:11:56.809824
5,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:11:56.809824
6,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:11:56.809824
7,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:11:56.809824
8,Esperance DOT Office,True,30/01/2019,15:15,2019-01-16,10:11:56.809824
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:13:14.600893
1,Esperance DOT Office,False,29/01/2019,13:30,2019-01-16,10:13:14.600893
2,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:13:14.600893
3,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:13:14.600893
4,Esperance DOT Office,True,30/01/2019,09:40,2019-01-16,10:13:14.600893
5,Esperance DOT Office,True,30/01/2019,11:30,2019-01-16,10:13:14.600893
6,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:13:14.600893
7,Esperance DOT Office,True,30/01/2019,13:30,2019-01-16,10:13:14.600893
8,Esperance DOT Office,True,30/01/2019,14:20,2019-01-16,10:13:14.600893
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:21:44.222060
1,Esperance DOT Office,False,29/01/2019,13:30,2019-01-16,10:21:44.222060
2,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:21:44.222060
3,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:21:44.222060
4,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,10:21:44.222060
5,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,10:21:44.222060
6,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:21:44.222060
7,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,10:21:44.222060
8,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,10:21:44.222060
0,Esperance DOT Office,False,29/01/2019,12:50,2019-01-16,10:22:18.411343
1,Esperance DOT Office,False,29/01/2019,13:30,2019-01-16,10:22:18.411343
2,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:22:18.411343
3,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:22:18.411343
4,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,10:22:18.411343
5,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,10:22:18.411343
6,Esperance DOT Office,True,30/01/2019,12:50,2019-01-16,10:22:18.411343
7,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,10:22:18.411343
8,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,10:22:18.411343
0,Esperance DOT Office,True,29/01/2019,12:50,2019-01-16,10:22:59.848547
1,Esperance DOT Office,False,29/01/2019,13:30,2019-01-16,10:22:59.848547
2,Esperance DOT Office,False,29/01/2019,14:20,2019-01-16,10:22:59.848547
3,Esperance DOT Office,False,29/01/2019,15:15,2019-01-16,10:22:59.848547
4,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,10:22:59.848547
5,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,10:22:59.848547
6,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,10:22:59.848547
7,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,10:22:59.848547
8,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,10:22:59.848547
0,Esperance DOT Office,True,29/01/2019,12:50,2019-01-16,10:29:35.195707
1,Esperance DOT Office,True,29/01/2019,13:30,2019-01-16,10:29:35.195707
2,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,10:29:35.195707
3,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,10:29:35.195707
4,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,10:29:35.195707
5,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,10:29:35.195707
6,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,10:29:35.195707
7,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,10:29:35.195707
8,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,10:29:35.195707
0,Esperance DOT Office,True,29/01/2019,13:30,2019-01-16,10:31:34.744672
1,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,10:31:34.744672
2,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,10:31:34.744672
3,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,10:31:34.744672
4,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,10:31:34.744672
5,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,10:31:34.744672
6,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,10:31:34.744672
7,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,10:31:34.744672
8,Esperance DOT Office,False,30/01/2019,15:15,2019-01-16,10:31:34.744672
0,Esperance DOT Office,True,29/01/2019,12:50,2019-01-16,11:13:14.602220
1,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,11:13:14.602220
2,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,11:13:14.602220
3,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,11:13:14.602220
4,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,11:13:14.602220
5,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,11:13:14.602220
6,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,11:13:14.602220
7,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,11:13:14.602220
8,Esperance DOT Office,False,30/01/2019,15:15,2019-01-16,11:13:14.602220
0,Esperance DOT Office,True,29/01/2019,13:30,2019-01-16,11:14:42.719926
1,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,11:14:42.719926
2,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,11:14:42.719926
3,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,11:14:42.719926
4,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,11:14:42.719926
5,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,11:14:42.719926
6,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,11:14:42.719926
7,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,11:14:42.719926
8,Esperance DOT Office,False,30/01/2019,15:15,2019-01-16,11:14:42.719926
0,Esperance DOT Office,True,29/01/2019,12:50,2019-01-16,11:23:25.804712
1,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,11:23:25.804712
2,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,11:23:25.804712
3,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,11:23:25.804712
4,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,11:23:25.804712
5,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,11:23:25.804712
6,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,11:23:25.804712
7,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,11:23:25.804712
8,Esperance DOT Office,False,30/01/2019,15:15,2019-01-16,11:23:25.804712
0,Esperance DOT Office,True,29/01/2019,13:30,2019-01-16,11:24:20.886812
1,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,11:24:20.886812
2,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,11:24:20.886812
3,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,11:24:20.886812
4,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,11:24:20.886812
5,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,11:24:20.886812
6,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,11:24:20.886812
7,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,11:24:20.886812
8,Esperance DOT Office,False,30/01/2019,15:15,2019-01-16,11:24:20.886812
0,Esperance DOT Office,True,29/01/2019,12:50,2019-01-16,11:27:25.135931
1,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,11:27:25.135931
2,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,11:27:25.135931
3,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,11:27:25.135931
4,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,11:27:25.135931
5,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,11:27:25.135931
6,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,11:27:25.135931
7,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,11:27:25.135931
8,Esperance DOT Office,False,30/01/2019,15:15,2019-01-16,11:27:25.135931
0,Esperance DOT Office,True,29/01/2019,13:30,2019-01-16,11:29:27.740121
1,Esperance DOT Office,True,29/01/2019,14:20,2019-01-16,11:29:27.740121
2,Esperance DOT Office,True,29/01/2019,15:15,2019-01-16,11:29:27.740121
3,Esperance DOT Office,False,30/01/2019,09:40,2019-01-16,11:29:27.740121
4,Esperance DOT Office,False,30/01/2019,11:30,2019-01-16,11:29:27.740121
5,Esperance DOT Office,False,30/01/2019,12:50,2019-01-16,11:29:27.740121
6,Esperance DOT Office,False,30/01/2019,13:30,2019-01-16,11:29:27.740121
7,Esperance DOT Office,False,30/01/2019,14:20,2019-01-16,11:29:27.740121
8,Esperance DOT Office,False,30/01/2019,15:15,2019-01-16,11:29:27.740121
0,West Perth,False,18/02/2019,11:25,2019-01-16,11:37:15.237152
1,West Perth,False,15/03/2019,14:50,2019-01-16,11:37:15.237152
2,West Perth,False,02/04/2019,07:05,2019-01-16,11:37:15.237152
3,West Perth,False,03/04/2019,13:00,2019-01-16,11:37:15.237152
4,West Perth,False,15/04/2019,07:55,2019-01-16,11:37:15.237152
5,West Perth,False,29/04/2019,07:55,2019-01-16,11:37:15.237152
6,West Perth,False,02/05/2019,13:50,2019-01-16,11:37:15.237152
7,West Perth,False,10/05/2019,07:05,2019-01-16,11:37:15.237152
8,West Perth,False,10/05/2019,08:45,2019-01-16,11:37:15.237152
0,West Perth,False,21/01/2019,10:35,2019-01-16,11:39:57.821054
1,West Perth,False,04/02/2019,11:25,2019-01-16,11:39:57.821054
2,West Perth,False,29/03/2019,14:50,2019-01-16,11:39:57.821054
3,West Perth,False,02/04/2019,07:05,2019-01-16,11:39:57.821054
4,West Perth,False,03/04/2019,13:00,2019-01-16,11:39:57.821054
5,West Perth,False,15/04/2019,07:55,2019-01-16,11:39:57.821054
6,West Perth,False,29/04/2019,07:55,2019-01-16,11:39:57.821054
7,West Perth,False,02/05/2019,13:50,2019-01-16,11:39:57.821054
8,West Perth,False,10/05/2019,07:05,2019-01-16,11:39:57.821054
0,West Perth,False,22/01/2019,09:45,2019-01-16,11:45:20.024148
1,West Perth,False,22/01/2019,13:50,2019-01-16,11:45:20.024148
2,West Perth,False,22/01/2019,14:50,2019-01-16,11:45:20.024148
3,West Perth,False,22/01/2019,15:40,2019-01-16,11:45:20.024148
4,West Perth,False,15/02/2019,10:35,2019-01-16,11:45:20.024148
5,West Perth,False,02/04/2019,07:05,2019-01-16,11:45:20.024148
6,West Perth,False,03/04/2019,13:00,2019-01-16,11:45:20.024148
7,West Perth,False,29/04/2019,07:55,2019-01-16,11:45:20.024148
8,West Perth,False,02/05/2019,13:50,2019-01-16,11:45:20.024148
0,West Perth,False,22/01/2019,07:55,2019-01-16,11:48:33.075984
1,West Perth,False,15/02/2019,09:45,2019-01-16,11:48:33.075984
2,West Perth,False,20/03/2019,08:45,2019-01-16,11:48:33.075984
3,West Perth,False,29/03/2019,14:50,2019-01-16,11:48:33.075984
4,West Perth,False,02/04/2019,07:05,2019-01-16,11:48:33.075984
5,West Perth,False,03/04/2019,13:00,2019-01-16,11:48:33.075984
6,West Perth,False,29/04/2019,07:55,2019-01-16,11:48:33.075984
7,West Perth,False,02/05/2019,13:50,2019-01-16,11:48:33.075984
8,West Perth,False,10/05/2019,07:05,2019-01-16,11:48:33.075984
0,West Perth,False,20/03/2019,08:45,2019-01-16,11:50:22.891547
1,West Perth,False,29/03/2019,14:50,2019-01-16,11:50:22.891547
2,West Perth,False,02/04/2019,07:05,2019-01-16,11:50:22.891547
3,West Perth,False,03/04/2019,13:00,2019-01-16,11:50:22.891547
4,West Perth,False,29/04/2019,07:55,2019-01-16,11:50:22.891547
5,West Perth,False,02/05/2019,13:50,2019-01-16,11:50:22.891547
6,West Perth,False,10/05/2019,07:05,2019-01-16,11:50:22.891547
7,West Perth,False,10/05/2019,08:45,2019-01-16,11:50:22.891547
8,West Perth,False,15/05/2019,07:55,2019-01-16,11:50:22.891547
0,West Perth,False,20/03/2019,08:45,2019-01-16,11:51:47.882972
1,West Perth,False,29/03/2019,14:50,2019-01-16,11:51:47.882972
2,West Perth,False,02/04/2019,07:05,2019-01-16,11:51:47.882972
3,West Perth,False,03/04/2019,13:00,2019-01-16,11:51:47.882972
4,West Perth,False,29/04/2019,07:55,2019-01-16,11:51:47.882972
5,West Perth,False,02/05/2019,13:50,2019-01-16,11:51:47.882972
6,West Perth,False,10/05/2019,07:05,2019-01-16,11:51:47.882972
7,West Perth,False,10/05/2019,08:45,2019-01-16,11:51:47.882972
8,West Perth,False,15/05/2019,07:55,2019-01-16,11:51:47.882972
0,West Perth,False,20/03/2019,08:45,2019-01-16,11:54:51.586189
1,West Perth,False,29/03/2019,14:50,2019-01-16,11:54:51.586189
2,West Perth,False,02/04/2019,07:05,2019-01-16,11:54:51.586189
3,West Perth,False,03/04/2019,13:00,2019-01-16,11:54:51.586189
4,West Perth,False,29/04/2019,07:55,2019-01-16,11:54:51.586189
5,West Perth,False,02/05/2019,13:50,2019-01-16,11:54:51.586189
6,West Perth,False,10/05/2019,07:05,2019-01-16,11:54:51.586189
7,West Perth,False,10/05/2019,08:45,2019-01-16,11:54:51.586189
8,West Perth,False,15/05/2019,07:55,2019-01-16,11:54:51.586189
0,West Perth,False,20/03/2019,08:45,2019-01-16,11:55:45.758787
1,West Perth,False,29/03/2019,14:50,2019-01-16,11:55:45.758787
2,West Perth,False,02/04/2019,07:05,2019-01-16,11:55:45.758787
3,West Perth,False,03/04/2019,13:00,2019-01-16,11:55:45.758787
4,West Perth,False,29/04/2019,07:55,2019-01-16,11:55:45.758787
5,West Perth,False,02/05/2019,13:50,2019-01-16,11:55:45.758787
6,West Perth,False,10/05/2019,07:05,2019-01-16,11:55:45.758787
7,West Perth,False,10/05/2019,08:45,2019-01-16,11:55:45.758787
8,West Perth,False,15/05/2019,07:55,2019-01-16,11:55:45.758787
0,West Perth,False,20/03/2019,08:45,2019-01-16,11:56:16.694647
1,West Perth,False,29/03/2019,14:50,2019-01-16,11:56:16.694647
2,West Perth,False,02/04/2019,07:05,2019-01-16,11:56:16.694647
3,West Perth,False,03/04/2019,13:00,2019-01-16,11:56:16.694647
4,West Perth,False,29/04/2019,07:55,2019-01-16,11:56:16.694647
5,West Perth,False,02/05/2019,13:50,2019-01-16,11:56:16.694647
6,West Perth,False,10/05/2019,07:05,2019-01-16,11:56:16.694647
7,West Perth,False,10/05/2019,08:45,2019-01-16,11:56:16.694647
8,West Perth,False,15/05/2019,07:55,2019-01-16,11:56:16.694647
0,West Perth,False,20/03/2019,08:45,2019-01-16,11:57:41.575015
1,West Perth,False,29/03/2019,14:50,2019-01-16,11:57:41.575015
2,West Perth,False,02/04/2019,07:05,2019-01-16,11:57:41.575015
3,West Perth,False,03/04/2019,13:00,2019-01-16,11:57:41.575015
4,West Perth,False,29/04/2019,07:55,2019-01-16,11:57:41.575015
5,West Perth,False,02/05/2019,13:50,2019-01-16,11:57:41.575015
6,West Perth,False,10/05/2019,07:05,2019-01-16,11:57:41.575015
7,West Perth,False,10/05/2019,08:45,2019-01-16,11:57:41.575015
8,West Perth,False,15/05/2019,07:55,2019-01-16,11:57:41.575015
0,West Perth,False,20/03/2019,08:45,2019-01-16,12:02:13.519738
1,West Perth,False,29/03/2019,14:50,2019-01-16,12:02:13.519738
2,West Perth,False,02/04/2019,07:05,2019-01-16,12:02:13.519738
3,West Perth,False,03/04/2019,13:00,2019-01-16,12:02:13.519738
4,West Perth,False,29/04/2019,07:55,2019-01-16,12:02:13.519738
5,West Perth,False,02/05/2019,13:50,2019-01-16,12:02:13.519738
6,West Perth,False,10/05/2019,07:05,2019-01-16,12:02:13.519738
7,West Perth,False,10/05/2019,08:45,2019-01-16,12:02:13.519738
8,West Perth,False,15/05/2019,07:55,2019-01-16,12:02:13.519738
0,West Perth,False,29/03/2019,14:50,2019-01-16,12:03:23.288588
1,West Perth,False,02/04/2019,07:05,2019-01-16,12:03:23.288588
2,West Perth,False,03/04/2019,13:00,2019-01-16,12:03:23.288588
3,West Perth,False,29/04/2019,07:55,2019-01-16,12:03:23.288588
4,West Perth,False,02/05/2019,13:50,2019-01-16,12:03:23.288588
5,West Perth,False,10/05/2019,07:05,2019-01-16,12:03:23.288588
6,West Perth,False,10/05/2019,08:45,2019-01-16,12:03:23.288588
7,West Perth,False,15/05/2019,07:55,2019-01-16,12:03:23.288588
8,West Perth,False,16/05/2019,13:00,2019-01-16,12:03:23.288588
0,West Perth,False,29/03/2019,14:50,2019-01-16,12:04:24.512245
1,West Perth,False,02/04/2019,07:05,2019-01-16,12:04:24.512245
2,West Perth,False,03/04/2019,13:00,2019-01-16,12:04:24.512245
3,West Perth,False,29/04/2019,07:55,2019-01-16,12:04:24.512245
4,West Perth,False,02/05/2019,13:50,2019-01-16,12:04:24.512245
5,West Perth,False,10/05/2019,07:05,2019-01-16,12:04:24.512245
6,West Perth,False,10/05/2019,08:45,2019-01-16,12:04:24.512245
7,West Perth,False,15/05/2019,07:55,2019-01-16,12:04:24.512245
8,West Perth,False,16/05/2019,10:35,2019-01-16,12:04:24.512245
0,West Perth,False,03/04/2019,13:00,2019-01-16,12:08:49.005897
1,West Perth,False,10/04/2019,10:35,2019-01-16,12:08:49.005897
2,West Perth,False,29/04/2019,07:55,2019-01-16,12:08:49.005897
3,West Perth,False,02/05/2019,13:50,2019-01-16,12:08:49.005897
4,West Perth,False,10/05/2019,07:05,2019-01-16,12:08:49.005897
5,West Perth,False,10/05/2019,08:45,2019-01-16,12:08:49.005897
6,West Perth,False,15/05/2019,07:55,2019-01-16,12:08:49.005897
7,West Perth,False,16/05/2019,10:35,2019-01-16,12:08:49.005897
8,West Perth,False,16/05/2019,13:00,2019-01-16,12:08:49.005897
0,West Perth,False,02/04/2019,07:05,2019-01-16,12:13:50.446797
1,West Perth,False,03/04/2019,13:00,2019-01-16,12:13:50.446797
2,West Perth,False,10/04/2019,10:35,2019-01-16,12:13:50.446797
3,West Perth,False,12/04/2019,13:50,2019-01-16,12:13:50.446797
4,West Perth,False,29/04/2019,07:55,2019-01-16,12:13:50.446797
5,West Perth,False,02/05/2019,13:50,2019-01-16,12:13:50.446797
6,West Perth,False,10/05/2019,07:05,2019-01-16,12:13:50.446797
7,West Perth,False,10/05/2019,08:45,2019-01-16,12:13:50.446797
8,West Perth,False,15/05/2019,07:55,2019-01-16,12:13:50.446797
0,West Perth,False,02/04/2019,07:05,2019-01-16,12:18:48.990663
1,West Perth,False,03/04/2019,13:00,2019-01-16,12:18:48.990663
2,West Perth,False,10/04/2019,10:35,2019-01-16,12:18:48.990663
3,West Perth,False,12/04/2019,13:50,2019-01-16,12:18:48.990663
4,West Perth,False,29/04/2019,07:55,2019-01-16,12:18:48.990663
5,West Perth,False,02/05/2019,13:50,2019-01-16,12:18:48.990663
